,iter,elbo,num_samples,-elbo
0,10,-677.637427,2000,677.637427
1,20,-675.168196,4000,675.168196
2,30,-674.338877,6000,674.338877
3,40,-672.161007,8000,672.161007
4,50,-671.160933,10000,671.160933
5,60,-669.065734,12000,669.065734
6,70,-667.34679,14000,667.34679
7,80,-665.966444,16000,665.966444
8,90,-663.913929,18000,663.913929
9,100,-662.922554,20000,662.922554
10,110,-661.151007,22000,661.151007
11,120,-659.572761,24000,659.572761
12,130,-657.60156,26000,657.60156
13,140,-655.541456,28000,655.541456
14,150,-654.961047,30000,654.961047
15,160,-653.216291,32000,653.216291
16,170,-651.698271,34000,651.698271
17,180,-650.487848,36000,650.487848
18,190,-648.910555,38000,648.910555
19,200,-646.39147,40000,646.39147
20,210,-644.991861,42000,644.991861
21,220,-643.483889,44000,643.483889
22,230,-642.55776,46000,642.55776
23,240,-640.128959,48000,640.128959
24,250,-639.037228,50000,639.037228
25,300,-630.339326,60000,630.339326
26,400,-613.806176,80000,613.806176
27,500,-597.105289,100000,597.105289
28,600,-580.359032,120000,580.359032
29,700,-562.105913,140000,562.105913
30,800,-541.920751,160000,541.920751
31,900,-520.565707,180000,520.565707
32,1000,-500.754489,200000,500.754489
33,1100,-478.71247,220000,478.71247
34,1200,-457.018707,240000,457.018707
35,1300,-433.908928,260000,433.908928
36,1400,-411.469994,280000,411.469994
37,1500,-388.663516,300000,388.663516
38,1600,-366.585686,320000,366.585686
39,1700,-344.696748,340000,344.696748
40,1800,-322.858179,360000,322.858179
41,1900,-302.053613,380000,302.053613
42,2000,-281.188561,400000,281.188561
43,2100,-263.370001,420000,263.370001
44,2200,-247.283971,440000,247.283971
45,2300,-230.987204,460000,230.987204
46,2400,-215.963254,480000,215.963254
47,2500,-201.883627,500000,201.883627
48,2600,-189.407957,520000,189.407957
49,2700,-176.188348,540000,176.188348
50,2800,-164.713423,560000,164.713423
51,2900,-153.684177,580000,153.684177
52,3000,-143.747562,600000,143.747562
53,3100,-135.200266,620000,135.200266
54,3200,-127.19924,640000,127.19924
55,3300,-120.172705,660000,120.172705
56,3400,-112.296658,680000,112.296658
57,3500,-105.440711,700000,105.440711
58,3600,-100.001397,720000,100.001397
59,3700,-94.16666,740000,94.16666
60,3800,-89.060455,760000,89.060455
61,3900,-84.366941,780000,84.366941
62,4000,-79.858852,800000,79.858852
63,4100,-76.164327,820000,76.164327
64,4200,-72.585377,840000,72.585377
65,4300,-68.919181,860000,68.919181
66,4400,-65.883543,880000,65.883543
67,4500,-63.111323,900000,63.111323
68,4600,-60.596026,920000,60.596026
69,4700,-57.915947,940000,57.915947
70,4800,-55.649846,960000,55.649846
71,4900,-53.731432,980000,53.731432
72,5000,-51.51398,1000000,51.51398
73,5100,-49.854629,1020000,49.854629
74,5200,-48.031788,1040000,48.031788
75,5300,-46.614195,1060000,46.614195
76,5400,-45.06376,1080000,45.06376
77,5500,-43.694824,1100000,43.694824
78,5600,-42.518783,1120000,42.518783
79,5700,-41.326254,1140000,41.326254
80,5800,-40.286182,1160000,40.286182
81,5900,-39.404236,1180000,39.404236
82,6000,-38.192891,1200000,38.192891
83,6100,-37.14524,1220000,37.14524
84,6200,-36.371493,1240000,36.371493
85,6300,-35.593811,1260000,35.593811
86,6400,-35.014512,1280000,35.014512
87,6500,-34.244977,1300000,34.244977
88,6600,-33.50216,1320000,33.50216
89,6700,-33.012599,1340000,33.012599
90,6800,-32.346669,1360000,32.346669
91,6900,-31.706229,1380000,31.706229
92,7000,-31.178988,1400000,31.178988
93,7100,-30.796182,1420000,30.796182
94,7200,-30.255408,1440000,30.255408
95,7300,-29.892424,1460000,29.892424
96,7400,-29.367892,1480000,29.367892
97,7500,-28.935755,1500000,28.935755
98,7600,-28.642746,1520000,28.642746
99,7700,-28.297726,1540000,28.297726
100,7800,-27.915253,1560000,27.915253
101,7900,-27.567929,1580000,27.567929
102,8000,-27.215321,1600000,27.215321
