,iter,elbo,num_samples,-elbo
0,10,-678.660872,2000,678.660872
1,20,-677.277413,4000,677.277413
2,30,-674.573163,6000,674.573163
3,40,-674.188198,8000,674.188198
4,50,-671.81441,10000,671.81441
5,60,-670.509518,12000,670.509518
6,70,-669.38398,14000,669.38398
7,80,-667.983373,16000,667.983373
8,90,-665.700678,18000,665.700678
9,100,-664.273775,20000,664.273775
10,110,-662.935394,22000,662.935394
11,120,-661.295217,24000,661.295217
12,130,-658.905693,26000,658.905693
13,140,-657.815103,28000,657.815103
14,150,-655.704346,30000,655.704346
15,160,-655.381168,32000,655.381168
16,170,-653.252225,34000,653.252225
17,180,-651.127198,36000,651.127198
18,190,-650.685358,38000,650.685358
19,200,-647.620652,40000,647.620652
20,210,-646.615146,42000,646.615146
21,220,-645.096117,44000,645.096117
22,230,-643.411532,46000,643.411532
23,240,-641.258311,48000,641.258311
24,250,-640.531702,50000,640.531702
25,300,-632.607105,60000,632.607105
26,400,-615.099572,80000,615.099572
27,500,-599.18067,100000,599.18067
28,600,-581.861415,120000,581.861415
29,700,-564.368053,140000,564.368053
30,800,-544.375636,160000,544.375636
31,900,-523.32057,180000,523.32057
32,1000,-501.422695,200000,501.422695
33,1100,-480.404359,220000,480.404359
34,1200,-459.276593,240000,459.276593
35,1300,-436.651537,260000,436.651537
36,1400,-415.611639,280000,415.611639
37,1500,-392.816574,300000,392.816574
38,1600,-371.642756,320000,371.642756
39,1700,-349.752384,340000,349.752384
40,1800,-328.676001,360000,328.676001
41,1900,-307.101228,380000,307.101228
42,2000,-287.243667,400000,287.243667
43,2100,-268.43706,420000,268.43706
44,2200,-250.583336,440000,250.583336
45,2300,-233.158773,460000,233.158773
46,2400,-217.713041,480000,217.713041
47,2500,-203.347843,500000,203.347843
48,2600,-190.543411,520000,190.543411
49,2700,-178.287471,540000,178.287471
50,2800,-166.83646,560000,166.83646
51,2900,-155.699229,580000,155.699229
52,3000,-146.319407,600000,146.319407
53,3100,-137.185881,620000,137.185881
54,3200,-129.32109,640000,129.32109
55,3300,-121.629072,660000,121.629072
56,3400,-114.006268,680000,114.006268
57,3500,-107.186148,700000,107.186148
58,3600,-101.212926,720000,101.212926
59,3700,-95.783958,740000,95.783958
60,3800,-90.732504,760000,90.732504
61,3900,-85.849215,780000,85.849215
62,4000,-81.389164,800000,81.389164
63,4100,-77.174308,820000,77.174308
64,4200,-73.206516,840000,73.206516
65,4300,-69.930623,860000,69.930623
66,4400,-66.68914,880000,66.68914
67,4500,-63.812811,900000,63.812811
68,4600,-61.054467,920000,61.054467
69,4700,-58.546404,940000,58.546404
70,4800,-55.80573,960000,55.80573
71,4900,-53.884598,980000,53.884598
72,5000,-51.893723,1000000,51.893723
73,5100,-50.078712,1020000,50.078712
74,5200,-48.401833,1040000,48.401833
75,5300,-46.754142,1060000,46.754142
76,5400,-45.279344,1080000,45.279344
77,5500,-43.826411,1100000,43.826411
78,5600,-42.591456,1120000,42.591456
79,5700,-41.280142,1140000,41.280142
80,5800,-40.327234,1160000,40.327234
81,5900,-39.138999,1180000,39.138999
82,6000,-38.237861,1200000,38.237861
83,6100,-37.275585,1220000,37.275585
84,6200,-36.390346,1240000,36.390346
85,6300,-35.620168,1260000,35.620168
86,6400,-34.818529,1280000,34.818529
87,6500,-34.087122,1300000,34.087122
88,6600,-33.475652,1320000,33.475652
89,6700,-32.887832,1340000,32.887832
90,6800,-32.263201,1360000,32.263201
91,6900,-31.514981,1380000,31.514981
92,7000,-31.103254,1400000,31.103254
93,7100,-30.569571,1420000,30.569571
94,7200,-30.131609,1440000,30.131609
95,7300,-29.663548,1460000,29.663548
96,7400,-29.165925,1480000,29.165925
97,7500,-28.850635,1500000,28.850635
98,7600,-28.415452,1520000,28.415452
99,7700,-27.937122,1540000,27.937122
100,7800,-27.711779,1560000,27.711779
101,7900,-27.471595,1580000,27.471595
102,8000,-27.063722,1600000,27.063722
