,_step,num_samples,_runtime,-elbo,num_detected_modes
0,0,200,10.697229385375977,685.1890869140625,0
1,10,2200,12.575290441513062,682.74658203125,0
2,20,4200,14.714069366455078,681.0906982421875,0
3,30,6200,18.06488275527954,680.60595703125,0
4,40,8200,20.083611726760864,679.2913818359375,0
5,50,10200,23.540552377700806,677.9205322265625,0
6,60,12200,25.386056900024414,675.85693359375,0
7,70,14200,27.24076747894287,673.983154296875,0
8,80,16200,29.582449674606323,673.0673828125,0
9,90,18200,33.4399516582489,669.9437255859375,0
10,100,20200,36.0716917514801,669.9061279296875,0
11,110,22200,38.11704397201538,668.0950927734375,0
12,120,24200,40.147807359695435,666.897216796875,0
13,130,26200,42.17010998725891,664.76611328125,0
14,140,28200,44.195966958999634,663.4310302734375,0
15,150,30200,46.2452290058136,662.072998046875,0
16,160,32200,48.246744871139526,660.7576904296875,0
17,170,34200,50.12453484535217,658.8414306640625,0
18,180,36200,52.1326584815979,656.3782958984375,0
19,190,38200,54.16727542877197,655.94384765625,0
20,200,40200,56.18945026397705,654.37451171875,0
21,210,42200,58.07417559623718,651.3922119140625,0
22,220,44200,59.902671813964844,650.8046875,0
23,230,46200,61.76191067695618,649.21875,0
24,240,48200,63.66096305847168,647.3446044921875,0
25,250,50200,65.56372570991516,645.8436279296875,0
26,260,52200,67.4680917263031,643.8804931640625,0
27,270,54200,69.30909967422485,642.0711669921875,0
28,280,56200,71.11132264137268,641.0474853515625,0
29,290,58200,73.05474710464478,639.114013671875,0
30,300,60200,75.07860231399536,637.9564208984375,0
31,310,62200,77.09334325790405,635.94580078125,0
32,320,64200,78.98938846588135,635.4107666015625,0
33,330,66200,80.89190292358398,633.7469482421875,0
34,340,68200,82.74991226196289,631.071044921875,0
35,350,70200,84.63470983505249,629.16650390625,0
36,360,72200,86.63423371315002,627.942138671875,0
37,370,74200,88.62650299072266,626.2880859375,0
38,380,76200,90.5939736366272,624.813720703125,0
39,390,78200,92.63827896118164,622.718017578125,0
40,400,80200,94.66990995407104,621.4981689453125,0
41,410,82200,96.6779842376709,620.252685546875,0
42,420,84200,98.69421768188477,617.8902587890625,0
43,430,86200,100.73475289344788,616.7166748046875,0
44,440,88200,102.76593661308289,614.3604736328125,0
45,450,90200,104.6958737373352,613.19091796875,0
46,460,92200,106.6412947177887,611.7021484375,0
47,470,94200,108.50158452987671,610.8548583984375,0
48,480,96200,110.50169944763184,607.3828125,0
49,490,98200,112.5109190940857,606.6798095703125,0
50,500,100200,114.51823806762695,604.6539306640625,0
51,510,102200,116.42031741142273,603.678955078125,0
52,520,104200,118.29191470146179,601.3377685546875,0
53,530,106200,120.12727069854736,599.498291015625,0
54,540,108200,122.06969857215881,598.304931640625,0
55,550,110200,124.08327865600586,597.0892333984375,0
56,560,112200,126.1229407787323,595.695068359375,0
57,570,114200,128.0089795589447,592.7947998046875,0
58,580,116200,129.94696259498596,590.4837646484375,0
59,590,118200,131.9548361301422,590.039306640625,0
60,600,120200,133.9584584236145,587.5770263671875,0
61,610,122200,135.98277497291565,586.6304931640625,0
62,620,124200,138.02788734436035,584.3927001953125,0
63,630,126200,140.0856111049652,582.345947265625,0
64,640,128200,141.93811297416687,579.8963623046875,0
65,650,130200,143.920268535614,578.2528076171875,0
66,660,132200,145.95219111442566,576.96728515625,0
67,670,134200,147.9159550666809,575.9176025390625,0
68,680,136200,149.72073006629944,572.3499755859375,0
69,690,138200,151.6570451259613,571.054931640625,0
70,700,140200,153.6836540699005,569.6732177734375,0
71,710,142200,155.63244700431824,568.238525390625,0
72,720,144200,157.64777994155884,566.1080322265625,0
73,730,146200,159.6816520690918,563.843505859375,0
74,740,148200,161.62466716766357,561.7716064453125,0
75,750,150200,163.46133756637573,560.95947265625,0
76,760,152200,165.29128623008728,558.2845458984375,0
77,770,154200,167.15389561653137,556.1956787109375,0
78,780,156200,169.0044765472412,554.29150390625,0
79,790,158200,170.88159155845642,551.89453125,0
80,800,160200,172.91188097000122,549.6064453125,0
81,810,162200,174.86035537719727,548.3739013671875,0
82,820,164200,176.81545042991638,545.661865234375,0
83,830,166200,178.76707124710083,543.6982421875,0
84,840,168200,180.70903277397156,540.5465087890625,0
85,850,170200,182.60277009010315,538.827880859375,0
86,860,172200,184.52756261825562,537.3524169921875,0
87,870,174200,186.46392154693604,534.478515625,0
88,880,176200,188.39116835594177,533.2872314453125,0
89,890,178200,190.30062174797058,529.333984375,0
90,900,180200,192.30124402046204,527.771240234375,0
91,910,182200,194.2411766052246,525.1524658203125,0
92,920,184200,196.13983392715454,522.5670166015625,0
93,930,186200,198.05270528793335,521.4285888671875,0
94,940,188200,200.05264925956726,517.9835205078125,0
