,num_samples,-elbo
0,100.0,49.65947379253232
1,200.0,49.258390172358055
2,300.0,48.8451226158629
3,400.0,48.61558259589608
4,500.0,47.95109895871417
5,600.0,47.623742161964465
6,700.0,47.144838389194184
7,800.0,46.77803338985037
8,900.0,46.407912380887986
9,1000.0,45.89681325513495
10,1100.0,45.272801044453274
11,1200.0,44.83564953892337
12,1300.0,44.418585712326795
13,1400.0,43.97212465565472
14,1500.0,43.23134540447209
15,1600.0,43.141723054433996
16,1700.0,42.55292822434692
17,1800.0,41.826042459123514
18,1900.0,41.60086588941551
19,2000.0,41.126559675395264
20,2100.0,40.698164261927595
21,2200.0,40.067122659453844
22,2300.0,39.59848537198987
23,2400.0,38.91754229271076
24,2500.0,38.53449205296329
25,3000.0,35.80915824664367
26,4000.0,30.68720361193899
27,5000.0,25.817864482480665
28,6000.0,21.5361131489477
29,7000.0,18.41746499962003
30,8000.0,16.238974247474182
31,9000.0,15.14782891415049
32,10000.0,14.240728604713416
33,11000.0,13.67917566550554
34,12000.0,13.141873361165478
35,13000.0,12.899530993114807
36,14000.0,12.518195836997918
37,15000.0,12.37544043660798
38,16000.0,12.13807484169079
39,17000.0,11.90011088712528
40,18000.0,11.68746921046887
41,19000.0,11.576182665907004
42,20000.0,11.4532947700337
43,21000.0,11.401310154094451
44,22000.0,11.277626062067869
45,23000.0,11.131075992886606
46,24000.0,11.16057055102193
47,25000.0,11.066152809713975
48,26000.0,10.907126791637879
49,27000.0,10.89107738388777
50,28000.0,10.81698485816066
51,29000.0,10.76523666915096
52,30000.0,10.775415963849774
53,31000.0,10.628253672097147
54,32000.0,10.58783653596747
55,33000.0,10.570827578937052
56,34000.0,10.581879529300538
57,35000.0,10.508356962461901
58,36000.0,10.370909184896355
59,37000.0,10.492289759797401
60,38000.0,10.406143816031141
61,39000.0,10.31633796797303
62,40000.0,10.31166790179813
63,41000.0,10.24092794052321
64,42000.0,10.217737787740349
65,43000.0,10.274721519837911
66,44000.0,10.107505244191147
67,45000.0,10.030503376246843
68,46000.0,10.036986841242866
69,47000.0,10.099022092930705
70,48000.0,10.029822952201256
71,49000.0,9.959003417861817
72,50000.0,9.844657114521189
73,51000.0,9.83390494841394
74,52000.0,9.79493335910836
75,53000.0,9.742522976372145
76,54000.0,9.78371744511892
77,55000.0,9.69056956334478
78,56000.0,9.643460264286047
79,57000.0,9.642176280731373
80,58000.0,9.62392614721368
81,59000.0,9.510076586762422
82,60000.0,9.508835713618566
83,61000.0,9.411509371455967
84,62000.0,9.528557425151329
85,63000.0,9.537647736823478
86,64000.0,9.410385991765866
87,65000.0,9.353434852780294
88,66000.0,9.330088205240987
89,67000.0,9.373583252214424
90,68000.0,9.177774825129083
91,69000.0,9.316489692893727
92,70000.0,9.206714426372846
93,71000.0,9.238398860118092
94,72000.0,9.096601741296368
95,73000.0,9.051949474901521
96,74000.0,8.986291507153298
97,75000.0,8.977380644036753
98,76000.0,8.96912053773014
99,77000.0,8.796218234166206
100,78000.0,8.906314504702904
101,79000.0,8.798347580619277
102,80000.0,8.91567045736581
103,81000.0,8.802219132305959
104,82000.0,8.719269868180143
105,83000.0,8.75037840503275
106,84000.0,8.796539634215614
107,85000.0,8.468435792680005
108,86000.0,8.641934882236168
109,87000.0,8.561394248667947
110,88000.0,8.472643657117843
111,89000.0,8.453021774459334
112,90000.0,8.400503753750918
113,91000.0,8.395933206910923
114,92000.0,8.332886395539045
115,93000.0,8.316224598521469
116,94000.0,8.333102585355325
117,95000.0,8.275408282155876
118,96000.0,8.188766750257525
119,97000.0,8.195009106142937
120,98000.0,8.280461019980073
121,99000.0,8.142318845123876
122,100000.0,8.07835397956761
123,101000.0,8.112917707355523
124,102000.0,8.021188043127928
125,103000.0,8.006023864589771
126,104000.0,7.892866078129534
127,105000.0,7.946863453961064
128,106000.0,7.869328485567623
129,107000.0,7.77053252347122
130,108000.0,7.7323275494886525
131,109000.0,7.6996912962729915
132,110000.0,7.636797825679121
133,111000.0,7.595764391955389
134,112000.0,7.587151645442349
135,113000.0,7.565660655720631
136,114000.0,7.365255093635508
137,115000.0,7.47645236239464
138,116000.0,7.424158422963685
139,117000.0,7.4292253185307935
140,118000.0,7.362977083574171
141,119000.0,7.242538594030182
142,120000.0,7.26551609815055
143,121000.0,7.274586213177019
144,122000.0,7.158040464320894
145,123000.0,7.038942038441268
146,124000.0,7.154707794065129
147,125000.0,7.0431499835900215
148,126000.0,7.064361507428313
149,127000.0,6.961227020740441
150,128000.0,7.004256373583302
151,129000.0,6.922466230972072
152,130000.0,6.90949868912516
153,131000.0,6.916247963805203
154,132000.0,6.77792316555057
155,133000.0,6.7669346914001505
156,134000.0,6.7281544199115215
157,135000.0,6.743442045970328
158,136000.0,6.602716535609871
159,137000.0,6.626061658910105
160,138000.0,6.60201779533009
161,139000.0,6.596895442139779
162,140000.0,6.599363134292573
163,141000.0,6.4945934259824645
164,142000.0,6.448964626064006
165,143000.0,6.445310071543019
166,144000.0,6.302646352653063
167,145000.0,6.3627240725287235
168,146000.0,6.365013286836147
169,147000.0,6.218055260323725
170,148000.0,6.259060540115113
171,149000.0,6.212985950075153
172,150000.0,6.199403239890949
173,151000.0,6.18629786887158
174,152000.0,6.103611298416363
175,153000.0,6.030253353118196
176,154000.0,6.04244222149084
177,155000.0,6.000191473204712
178,156000.0,5.91725005537847
179,157000.0,5.981703183358723
180,158000.0,5.844041429275708
181,159000.0,5.871927193297701
182,160000.0,5.834682486404276
183,161000.0,5.738238130113875
184,162000.0,5.64704481766778
185,163000.0,5.647773561914808
186,164000.0,5.575871314654312
187,165000.0,5.486657450817171
188,166000.0,5.55724949975448
189,167000.0,5.519831603939863
190,168000.0,5.464298841277661
191,169000.0,5.3547692199915184
192,170000.0,5.361985465217896
193,171000.0,5.374328445054431
194,172000.0,5.197763029950369
195,173000.0,5.227763427042957
196,174000.0,5.201375879153742
197,175000.0,5.097769559137562
198,176000.0,5.133763726962351
199,177000.0,5.080114340103633
200,178000.0,5.095123594547889
201,179000.0,5.0319285986178945
202,180000.0,4.943067564805623
203,181000.0,4.994976409732463
204,182000.0,4.8658860060912
205,183000.0,4.9246780545316575
206,184000.0,4.888851349893886
207,185000.0,4.809117807416876
208,186000.0,4.791405274400703
209,187000.0,4.671817348916362
210,188000.0,4.678687580642415
211,189000.0,4.631643535484361
212,190000.0,4.6338981781780655
213,191000.0,4.5815760845170095
214,192000.0,4.471804033087379
215,193000.0,4.500187369823546
216,194000.0,4.529213484071517
217,195000.0,4.45463655178863
218,196000.0,4.401698422526561
219,197000.0,4.399326910718873
220,198000.0,4.400293383933342
221,199000.0,4.285203183716783
222,200000.0,4.293237454887447
