,_step,num_samples,_runtime,-elbo,num_detected_modes
0,0,200,8.301363468170166,50.63243103027344,0
1,150,30200,13.445187091827393,31.772186279296875,0
2,300,60200,17.68282914161682,16.326637268066406,0
3,450,90200,22.969552993774414,12.289955139160156,0
4,600,120200,29.004019498825073,11.246170043945312,1
5,750,150200,35.750330686569214,10.614158630371094,5
6,900,180200,42.69593524932861,10.174461364746094,8
7,1050,210200,52.5869665145874,9.871124267578125,9
8,1200,240200,60.40263628959656,9.64178466796875,9
9,1350,270200,68.81274032592773,9.408607482910156,9
10,1500,300200,77.89213037490845,9.196662902832031,9
11,1650,330200,87.58885669708252,9.075210571289062,10
12,1800,360200,98.01554560661316,8.847579956054688,10
13,1950,390200,109.00794577598572,8.598899841308594,10
14,2100,420200,120.73642635345459,8.405174255371094,10
15,2250,450200,133.16618657112122,8.278839111328125,10
16,2400,480200,146.22040152549744,8.135963439941406,10
17,2550,510200,160.04051780700684,7.943717956542969,10
18,2700,540200,174.62161493301392,7.74847412109375,10
19,2850,570200,189.74718165397644,7.58837890625,10
20,3000,600200,205.70126628875732,7.485076904296875,10
21,3150,630200,222.35827589035034,7.3283233642578125,10
22,3300,660200,239.92413926124573,7.2928314208984375,10
23,3450,690200,258.21037697792053,7.0293731689453125,10
24,3600,720200,277.4432737827301,6.876289367675781,10
25,3750,750200,297.2259702682495,6.725105285644531,10
26,3900,780200,317.74639344215393,6.529151916503906,10
27,4050,810200,339.0506639480591,6.379920959472656,10
28,4200,840200,361.27186703681946,6.274627685546875,10
29,4350,870200,384.1277058124542,6.130119323730469,10
30,4500,900200,407.5067672729492,6.0101318359375,10
31,4650,930200,431.80013608932495,5.849006652832031,10
32,4800,960200,457.17468452453613,5.691184997558594,10
33,4950,990200,483.4209144115448,5.523548126220703,10
34,5100,1020200,510.29379320144653,5.330684661865234,10
35,5250,1050200,537.9876172542572,5.283992767333984,10
36,5400,1080200,566.2048716545105,5.068843841552734,10
37,5550,1110200,595.2500636577606,4.964546203613281,10
38,5700,1140200,624.9595835208893,4.773475646972656,10
39,5850,1170200,655.5090036392212,4.612903594970703,10
40,6000,1200200,686.4662098884583,4.474174499511719,10
41,6150,1230200,718.2277889251709,4.329193115234375,10
42,6300,1260200,750.4357812404633,4.26702880859375,10
43,6450,1290200,783.6100256443024,4.069465637207031,10
44,6600,1320200,817.3259236812592,3.9498558044433594,10
45,6750,1350200,851.593385219574,3.7877655029296875,10
46,6900,1380200,886.6073048114777,3.6606063842773438,10
47,7050,1410200,922.1733050346375,3.4487762451171875,10
48,7200,1440200,958.2470896244049,3.3065109252929688,10
49,7350,1470200,995.3624007701874,3.2555694580078125,10
50,7500,1500200,1033.5277118682861,3.041332244873047,10
51,7650,1530200,1071.9218151569366,2.9348602294921875,10
52,7800,1560200,1111.4046545028687,2.785308837890625,10
53,7950,1590200,1151.4418878555298,2.6502304077148438,10
54,8100,1620200,1191.940723657608,2.491222381591797,10
55,8250,1650200,1233.2146153450012,2.355804443359375,10
56,8400,1680200,1275.4216885566711,2.3885498046875,10
57,8550,1710200,1318.2768626213074,2.0997657775878906,10
58,8700,1740200,1361.705800294876,2.130046844482422,10
59,8850,1770200,1406.3802852630615,1.984415054321289,10
60,9000,1800200,1452.0428485870361,1.8374042510986328,10
61,9150,1830200,1498.4463305473328,1.7557144165039062,10
62,9300,1860200,1545.6340980529785,1.6707725524902344,10
63,9450,1890200,1593.4090673923492,1.4961166381835938,10
64,9600,1920200,1641.9879236221313,1.4418907165527344,10
65,9750,1950200,1690.6393978595734,1.3044967651367188,10
66,9900,1980200,1739.9003612995148,1.2618675231933594,10
67,10050,2010200,1789.7163126468658,1.1986885070800781,10
68,10200,2040200,1837.2263107299805,1.1040115356445312,10
69,10350,2070200,1885.7384746074677,0.9996404647827148,10
70,10500,2100200,1935.2607865333557,0.959075927734375,10
71,10650,2130200,1985.303472995758,0.8655939102172852,10
72,10800,2160200,2035.8500277996063,0.7810821533203125,10
73,10950,2190200,2087.243161678314,0.7798070907592773,10
74,11100,2220200,2139.3985006809235,0.7177715301513672,10
75,11250,2250200,2191.9953100681305,0.6912288665771484,10
76,11400,2280200,2246.55575966835,0.656646728515625,10
77,11550,2310200,2301.7123732566833,0.5746984481811523,10
78,11700,2340200,2357.8715147972107,0.5863304138183594,10
79,11850,2370200,2414.030025959015,0.5588698387145996,10
80,12000,2400200,2471.2473454475403,0.4919466972351074,10
81,12150,2430200,2529.310478448868,0.4640326499938965,10
82,12300,2460200,2587.9492559432983,0.45625972747802734,10
83,12450,2490200,2647.269858598709,0.45130252838134766,10
84,12600,2520200,2707.9487760066986,0.4222879409790039,10
85,12750,2550200,2769.626641511917,0.4248383045196533,10
86,12900,2580200,2831.2733945846558,0.40914034843444824,10
87,13050,2610200,2894.74427986145,0.4156944751739502,10
88,13200,2640200,2960.238432407379,0.37805914878845215,10
89,13350,2670200,3026.275071144104,0.35133302211761475,10
90,13500,2700200,3093.3170552253723,0.37992238998413086,10
91,13650,2730200,3159.347742319107,0.3469877243041992,10
92,13800,2760200,3225.288003206253,0.38137590885162354,10
93,13950,2790200,3292.230656862259,0.3812446594238281,10
94,14100,2820200,3359.0386850833893,0.3366817831993103,10
95,14250,2850200,3425.9411499500275,0.3587815761566162,10
96,14400,2880200,3493.009055376053,0.34976518154144287,10
97,14550,2910200,3561.1471638679504,0.3568297028541565,10
98,14700,2940200,3631.054007768631,0.3445078134536743,10
99,14850,2970200,3702.4817655086517,0.3349969983100891,10
100,15000,3000200,3774.8322401046753,0.3785208463668823,10
