,_step,num_samples,_runtime,-elbo,num_detected_modes
0,0,200,8.336083173751831,49.29689025878906,0
1,150,30200,12.36240029335022,30.919082641601562,0
2,300,60200,16.966214418411255,16.296112060546875,0
3,450,90200,22.094836473464966,12.4832763671875,1
4,600,120200,27.76574206352234,11.272087097167969,2
5,750,150200,34.061850786209106,10.748237609863281,4
6,900,180200,40.869133710861206,10.39056396484375,6
7,1050,210200,48.32339549064636,10.0546875,8
8,1200,240200,56.40029716491699,9.789703369140625,8
9,1350,270200,65.02669048309326,9.601608276367188,8
10,1500,300200,74.33009386062622,9.363029479980469,8
11,1650,330200,84.32513427734375,9.148162841796875,8
12,1800,360200,94.86269426345825,8.962028503417969,8
13,1950,390200,106.0394241809845,8.766304016113281,8
14,2100,420200,117.83945059776306,8.569099426269531,8
15,2250,450200,130.36999559402466,8.405181884765625,8
16,2400,480200,143.46802020072937,8.201347351074219,8
17,2550,510200,157.15852332115173,8.005638122558594,8
18,2700,540200,171.5194764137268,7.857330322265625,8
19,2850,570200,186.16027784347534,7.728729248046875,8
20,3000,600200,201.80583477020264,7.534370422363281,8
21,3150,630200,217.81823801994324,7.391746520996094,8
22,3300,660200,234.57338547706604,7.173377990722656,8
23,3450,690200,252.18781685829163,7.011634826660156,8
24,3600,720200,270.2937846183777,6.87969970703125,8
25,3750,750200,289.1208243370056,6.679664611816406,8
26,3900,780200,308.1624071598053,6.6167144775390625,8
27,4050,810200,327.9828715324402,6.472679138183594,8
28,4200,840200,348.7398498058319,6.2202606201171875,8
29,4350,870200,369.8607232570648,6.080467224121094,8
30,4500,900200,391.08708024024963,5.9572296142578125,8
31,4650,930200,413.29357743263245,5.773872375488281,8
32,4800,960200,435.95949816703796,5.677772521972656,8
33,4950,990200,459.06513690948486,5.5957183837890625,8
34,5100,1020200,483.0064506530762,5.3141021728515625,8
35,5250,1050200,507.6515643596649,5.231388092041016,8
36,5400,1080200,532.9913203716278,5.082118988037109,8
37,5550,1110200,559.281866312027,4.93609619140625,8
38,5700,1140200,585.9169404506683,4.702228546142578,8
39,5850,1170200,613.1420140266418,4.6071319580078125,8
40,6000,1200200,641.6013715267181,4.378459930419922,8
41,6150,1230200,670.7329013347626,4.359760284423828,8
42,6300,1260200,700.4239785671234,4.197029113769531,8
43,6450,1290200,731.1873359680176,4.10931396484375,8
44,6600,1320200,762.5343265533447,3.901824951171875,8
45,6750,1350200,794.6976940631866,3.695343017578125,8
46,6900,1380200,827.4617538452148,3.5823211669921875,8
47,7050,1410200,860.9565873146057,3.4735069274902344,8
48,7200,1440200,894.8874020576477,3.3631744384765625,8
49,7350,1470200,929.8111567497253,3.227924346923828,8
50,7500,1500200,965.2267224788666,3.0868072509765625,8
51,7650,1530200,1001.1625776290894,2.9478683471679688,8
52,7800,1560200,1038.0248696804047,2.8901901245117188,8
53,7950,1590200,1075.3526630401611,2.7032127380371094,8
54,8100,1620200,1113.9759874343872,2.608226776123047,8
55,8250,1650200,1153.7715289592743,2.4972610473632812,8
56,8400,1680200,1194.3440058231354,2.315267562866211,8
57,8550,1710200,1235.131918668747,2.324737548828125,8
58,8700,1740200,1276.396003484726,2.1371192932128906,8
59,8850,1770200,1317.7969472408295,2.0793533325195312,8
60,9000,1800200,1359.3691532611847,1.946969985961914,8
61,9150,1830200,1401.3195624351501,1.8585205078125,8
62,9300,1860200,1443.713881969452,1.7603416442871094,8
63,9450,1890200,1486.6966724395752,1.6968154907226562,8
64,9600,1920200,1530.1982872486115,1.5325889587402344,8
65,9750,1950200,1574.6378827095032,1.5610275268554688,8
66,9900,1980200,1619.602186203003,1.4562435150146484,8
67,10050,2010200,1665.2564697265625,1.3547916412353516,8
68,10200,2040200,1710.2116520404816,1.2704505920410156,8
69,10350,2070200,1755.8411462306976,1.2476997375488281,8
70,10500,2100200,1801.9783492088318,1.1246976852416992,8
71,10650,2130200,1848.244116783142,1.0560922622680664,8
72,10800,2160200,1895.2277138233185,1.0239315032958984,8
73,10950,2190200,1943.4024066925049,0.996464729309082,8
74,11100,2220200,1992.1837317943573,0.9514589309692383,8
75,11250,2250200,2041.6199088096619,0.9238834381103516,8
76,11400,2280200,2091.759460926056,0.8947134017944336,8
77,11550,2310200,2143.0308916568756,0.8650836944580078,8
78,11700,2340200,2193.3977937698364,0.7728605270385742,8
79,11850,2370200,2244.5819523334503,0.7838716506958008,8
80,12000,2400200,2296.27281165123,0.7556667327880859,8
81,12150,2430200,2348.7997810840607,0.7209744453430176,8
82,12300,2460200,2402.2379281520844,0.7134408950805664,8
83,12450,2490200,2457.0459401607513,0.7229475975036621,8
84,12600,2520200,2512.238960504532,0.6749386787414551,8
85,12750,2550200,2568.0475413799286,0.6790194511413574,8
86,12900,2580200,2624.5079085826874,0.6534943580627441,8
87,13050,2610200,2681.8604135513306,0.674748420715332,8
88,13200,2640200,2740.5022921562195,0.6202123165130615,8
89,13350,2670200,2798.4470269680023,0.6298918724060059,8
90,13500,2700200,2855.8364963531494,0.6310961246490479,8
91,13650,2730200,2913.911143541336,0.6288788318634033,8
92,13800,2760200,2973.2896201610565,0.6365728378295898,8
93,13950,2790200,3032.896428823471,0.6085102558135986,8
94,14100,2820200,3093.7538619041443,0.6092798709869385,8
95,14250,2850200,3156.0898916721344,0.6240086555480957,8
96,14400,2880200,3218.738313436508,0.5985813140869141,8
97,14550,2910200,3282.7792649269104,0.633570671081543,8
98,14700,2940200,3347.8460063934326,0.5909559726715088,8
99,14850,2970200,3413.909720659256,0.6045465469360352,8
100,15000,3000200,3480.576941013336,0.5784296989440918,8
101,15150,3030200,3540.1898126602173,0.5589474439620972,8
102,15300,3060200,3599.445492744446,0.5668373107910156,8
103,15450,3090200,3659.3206436634064,0.5778002738952637,8
104,15600,3120200,3720.085638523102,0.5893573760986328,8
105,15750,3150200,3781.363891839981,0.5961023569107056,8
106,15900,3180200,3845.114777326584,0.566067099571228,8
107,16050,3210200,3908.7925419807434,0.5806145071983337,8
108,16200,3240200,3972.2948338985443,0.5769078731536865,8
109,16350,3270200,4036.6387646198273,0.585696280002594,8
110,16500,3300200,4102.022819280624,0.5847364068031311,8
111,16650,3330200,4168.408557653427,0.5629361271858215,8
112,16800,3360200,4235.229633569717,0.5777947306632996,8
113,16950,3390200,4303.236243247986,0.567281186580658,8
114,17100,3420200,4372.199104547501,0.568871021270752,8
115,17250,3450200,4443.568913459778,0.5819096565246582,8
116,17400,3480200,4514.747602939606,0.5597225427627563,8
117,17550,3510200,4587.028891801834,0.5699735879898071,8
118,17700,3540200,4659.339078903198,0.5838584899902344,8
119,17850,3570200,4735.219375610352,0.5540124177932739,8
120,18000,3600200,4810.83331990242,0.57520991563797,8
121,18150,3630200,4886.487184762955,0.5668528079986572,8
122,18300,3660200,4961.639688968658,0.569373369216919,8
123,18450,3690200,5038.905977487564,0.5483273863792419,8
124,18600,3720200,5117.343533039093,0.5720067024230957,8
125,18750,3750200,5198.141115188599,0.5943958163261414,8
126,18900,3780200,5279.337928056717,0.5871315002441406,8
127,19050,3810200,5361.706596374512,0.5711749792098999,8
128,19200,3840200,5446.051934480667,0.5818663835525513,8
129,19350,3870200,5529.732952833176,0.5640093684196472,8
130,19500,3900200,5613.713096618652,0.5683300495147705,8
131,19650,3930200,5698.127873420715,0.5938174724578857,8
132,19800,3960200,5779.788303136826,0.5654639005661011,8
133,19950,3990200,5860.4046313762665,0.572285532951355,8
134,20100,4020200,5933.415446281433,0.5723699331283569,8
135,20250,4050200,6003.865976333618,0.5734314322471619,8
136,20400,4080200,6074.545890331268,0.573097825050354,8
137,20550,4110200,6146.188733577728,0.5677508115768433,8
138,20700,4140200,6218.476328372955,0.5674551725387573,8
139,20850,4170200,6292.180398225784,0.5816047787666321,8
140,21000,4200200,6366.600613355637,0.5687552690505981,8
141,21150,4230200,6442.503568649292,0.5691583752632141,8
142,21300,4260200,6518.720968008041,0.5787311792373657,8
143,21450,4290200,6596.2186958789825,0.5673350095748901,8
144,21600,4320200,6674.623476743698,0.5753032565116882,8
145,21750,4350200,6752.654433965683,0.5796291828155518,8
146,21900,4380200,6832.67475771904,0.5611881613731384,8
147,22050,4410200,6912.944179058075,0.5652287602424622,8
148,22200,4440200,6982.193313360214,0.5715909004211426,8
149,22350,4470200,7043.997805118561,0.5703533887863159,8
150,22500,4500200,7106.617529392242,0.5825381875038147,8
