,_step,num_samples,_runtime,-elbo,num_detected_modes
0,0,200,8.588821649551392,49.729026794433594,0
1,150,30200,12.414788007736206,31.413719177246094,0
2,300,60200,18.214744329452515,16.28369903564453,0
3,450,90200,23.035486698150635,12.499702453613281,0
4,600,120200,29.651474237442017,11.181167602539062,2
5,750,150200,35.66582369804382,10.62188720703125,5
6,900,180200,45.37758994102478,10.120353698730469,8
7,1050,210200,52.70196580886841,9.816650390625,10
8,1200,240200,60.60940980911255,9.565963745117188,10
9,1350,270200,69.16420912742615,9.372970581054688,10
10,1500,300200,78.2743399143219,9.193557739257812,10
11,1650,330200,88.08166337013245,9.032562255859375,10
12,1800,360200,98.5155189037323,8.789375305175781,10
13,1950,390200,109.56217765808105,8.651100158691406,10
14,2100,420200,121.42843890190125,8.444160461425781,10
15,2250,450200,133.8747115135193,8.295295715332031,10
16,2400,480200,146.94377398490906,8.130226135253906,10
17,2550,510200,160.87730622291565,7.947059631347656,10
18,2700,540200,175.58719515800476,7.779472351074219,10
19,2850,570200,190.75557494163513,7.679901123046875,10
20,3000,600200,206.69039130210876,7.557350158691406,10
21,3150,630200,223.44121193885803,7.3069915771484375,10
22,3300,660200,240.99342942237854,7.201904296875,10
23,3450,690200,259.34553360939026,6.995903015136719,10
24,3600,720200,278.48259687423706,6.901283264160156,10
25,3750,750200,298.3469319343567,6.740867614746094,10
26,3900,780200,318.69652128219604,6.548530578613281,10
27,4050,810200,340.13319087028503,6.447166442871094,10
28,4200,840200,362.1453983783722,6.289154052734375,10
29,4350,870200,385.011381149292,6.1713104248046875,10
30,4500,900200,408.31367921829224,5.91973876953125,10
31,4650,930200,432.8971860408783,5.841552734375,10
32,4800,960200,458.2083783149719,5.660438537597656,10
33,4950,990200,484.3954653739929,5.479236602783203,10
34,5100,1020200,511.53272008895874,5.427909851074219,10
35,5250,1050200,539.017847776413,5.221366882324219,10
36,5400,1080200,567.1987211704254,5.021289825439453,10
37,5550,1110200,596.0506162643433,4.986446380615234,10
38,5700,1140200,625.5397617816925,4.7916717529296875,10
39,5850,1170200,655.8195693492889,4.591361999511719,10
40,6000,1200200,686.6478118896484,4.5025482177734375,10
41,6150,1230200,718.1813561916351,4.357646942138672,10
42,6300,1260200,750.5474209785461,4.236625671386719,10
43,6450,1290200,783.6641030311584,4.042396545410156,10
44,6600,1320200,817.2062911987305,3.8849411010742188,10
45,6750,1350200,851.361528635025,3.7248878479003906,10
46,6900,1380200,886.1987898349762,3.5484085083007812,10
47,7050,1410200,921.6253008842468,3.390026092529297,10
48,7200,1440200,957.9171268939972,3.2943153381347656,10
49,7350,1470200,994.8889443874359,3.161579132080078,10
50,7500,1500200,1033.0351593494415,2.999736785888672,10
51,7650,1530200,1071.2672641277313,2.8621902465820312,10
52,7800,1560200,1110.675193786621,2.7132492065429688,10
53,7950,1590200,1150.7957372665405,2.6476783752441406,10
54,8100,1620200,1191.0206468105316,2.4766502380371094,10
55,8250,1650200,1232.0716829299927,2.3593921661376953,10
56,8400,1680200,1274.3003160953522,2.2291316986083984,10
57,8550,1710200,1316.9458072185516,2.0993518829345703,10
58,8700,1740200,1360.2476773262024,2.029722213745117,10
59,8850,1770200,1405.041537284851,1.9127540588378906,10
60,9000,1800200,1450.6409633159637,1.8330020904541016,10
61,9150,1830200,1496.722871541977,1.6412601470947266,10
62,9300,1860200,1543.6765854358673,1.5711936950683594,10
63,9450,1890200,1591.481141090393,1.477773666381836,10
64,9600,1920200,1639.6366093158722,1.400106430053711,10
65,9750,1950200,1688.2790083885193,1.3034305572509766,10
66,9900,1980200,1737.7661454677582,1.235849380493164,10
67,10050,2010200,1787.4616227149963,1.1857414245605469,10
68,10200,2040200,1834.6266095638275,1.0699748992919922,10
69,10350,2070200,1883.3354005813599,0.9625301361083984,10
70,10500,2100200,1932.5233573913574,0.8952713012695312,10
71,10650,2130200,1982.2472040653229,0.8556756973266602,10
72,10800,2160200,2032.7639853954315,0.8470001220703125,10
73,10950,2190200,2084.1348423957825,0.7249279022216797,10
74,11100,2220200,2136.4179813861847,0.6979293823242188,10
75,11250,2250200,2188.8481254577637,0.6739912033081055,10
76,11400,2280200,2243.35014796257,0.6626462936401367,10
77,11550,2310200,2298.1219544410706,0.5870771408081055,10
78,11700,2340200,2354.0806000232697,0.5314545631408691,10
79,11850,2370200,2410.2076499462128,0.546107292175293,10
80,12000,2400200,2467.329665660858,0.5464115142822266,10
81,12150,2430200,2525.2192804813385,0.46655988693237305,10
82,12300,2460200,2583.605936765671,0.4905214309692383,10
83,12450,2490200,2642.708627462387,0.44496583938598633,10
84,12600,2520200,2703.7169942855835,0.4295346736907959,10
85,12750,2550200,2764.767631292343,0.4301173686981201,10
86,12900,2580200,2826.4337220191956,0.43262577056884766,10
87,13050,2610200,2889.76912856102,0.4221687316894531,10
88,13200,2640200,2954.868672609329,0.40026021003723145,10
89,13350,2670200,3020.4666697978973,0.38961470127105713,10
90,13500,2700200,3087.5921173095703,0.39089810848236084,10
91,13650,2730200,3153.418885946274,0.38296008110046387,10
92,13800,2760200,3219.2588481903076,0.38629090785980225,10
93,13950,2790200,3285.957639694214,0.35763484239578247,10
94,14100,2820200,3352.864312648773,0.35691380500793457,10
95,14250,2850200,3419.282975912094,0.3658692240715027,10
96,14400,2880200,3485.8433108329773,0.36882609128952026,10
97,14550,2910200,3553.427393436432,0.36563193798065186,10
98,14700,2940200,3623.2657995224,0.354772686958313,10
99,14850,2970200,3694.4450755119324,0.3723149001598358,10
100,15000,3000200,3766.5616834163666,0.36986976861953735,10
